# label seq crop_x crop_y crop_w crop_h score eye_x eye_y dx
closed 0100 276 184 200 73 0.908 375.7 214.1 100.0
closed 0101 277 186 200 73 0.912 377.3 216.4 100.0
closed 0102 281 190 193 70 0.910 377.3 218.8 96.7
closed 0103 278 187 193 70 0.916 374.1 215.6 96.7
closed 0104 276 189 197 71 0.906 374.9 218.0 98.3
closed 0105 278 189 197 71 0.914 376.5 218.8 98.3
closed 0106 276 188 197 71 0.910 374.9 217.2 98.3
closed 0107 275 192 197 71 0.912 373.3 221.1 98.3
closed 0108 269 188 200 73 0.906 369.2 218.0 100.0
closed 0109 268 183 200 73 0.906 367.6 213.3 100.0
closed 0110 270 188 197 71 0.910 368.4 217.2 98.3
closed 0111 269 186 203 74 0.912 370.0 216.4 101.6
closed 0112 282 188 193 70 0.910 378.9 216.4 96.7
closed 0113 281 195 197 71 0.892 379.7 224.3 98.3
closed 0114 291 191 197 71 0.899 389.4 220.4 98.3
closed 0115 291 191 197 71 0.908 389.4 220.4 98.3
closed 0116 295 194 200 73 0.910 395.0 224.3 100.0
closed 0117 298 184 203 74 0.914 399.1 214.1 101.6
closed 0118 293 190 203 74 0.908 394.2 220.4 101.6
closed 0119 307 193 197 71 0.908 405.5 222.7 98.3
closed 0120 310 183 203 74 0.910 412.0 213.3 101.6
closed 0121 310 184 203 74 0.908 412.0 214.9 101.6
closed 0122 323 186 197 71 0.906 421.6 215.6 98.3
closed 0123 320 188 197 71 0.908 418.4 217.2 98.3
closed 0124 317 189 197 71 0.916 415.2 218.8 98.3
closed 0125 329 182 187 68 0.908 422.4 210.1 93.5
closed 0126 316 178 200 73 0.894 416.0 208.6 100.0
closed 0127 325 188 177 64 0.859 413.6 214.9 88.7
closed 0128 319 189 193 70 0.897 416.0 218.0 96.7
closed 0129 313 186 197 71 0.905 412.0 215.6 98.3
closed 0130 307 191 193 70 0.905 403.1 219.6 96.7
closed 0131 297 193 197 71 0.910 395.8 222.7 98.3
closed 0132 278 183 203 74 0.906 379.7 213.3 101.6
closed 0133 283 195 203 74 0.910 384.5 225.9 101.6
closed 0134 289 184 200 73 0.910 388.6 214.1 100.0
closed 0135 288 194 203 74 0.910 389.4 224.3 101.6
closed 0136 294 191 203 74 0.918 395.8 221.1 101.6
closed 0137 305 192 197 71 0.914 403.9 221.1 98.3
closed 0138 299 188 203 74 0.914 400.7 218.8 101.6
closed 0139 308 192 193 70 0.914 404.7 221.1 96.7
closed 0140 303 191 193 70 0.908 399.9 220.4 96.7
closed 0141 307 192 197 71 0.912 405.5 221.1 98.3
closed 0142 298 191 200 73 0.912 398.2 221.1 100.0
closed 0143 305 189 197 71 0.906 403.9 218.8 98.3
closed 0144 309 193 190 69 0.905 403.9 221.1 95.1
closed 0145 306 189 200 73 0.914 406.3 218.8 100.0
closed 0146 302 192 197 71 0.906 400.7 221.1 98.3
closed 0147 303 189 200 73 0.903 403.1 218.8 100.0
closed 0148 312 182 197 71 0.905 410.3 210.9 98.3
closed 0149 306 184 200 73 0.895 406.3 214.1 100.0
closed 0150 306 186 200 73 0.912 406.3 216.4 100.0
closed 0151 303 183 206 75 0.903 406.3 214.1 103.2
closed 0152 317 183 197 71 0.910 415.2 212.5 98.3
closed 0153 312 186 197 71 0.897 410.3 215.6 98.3
closed 0154 308 188 193 70 0.903 404.7 216.4 96.7
closed 0155 308 182 200 73 0.903 407.9 212.5 100.0
closed 0156 309 183 203 74 0.903 410.3 213.3 101.6
closed 0157 307 189 203 74 0.906 408.7 219.6 101.6
closed 0158 301 188 203 74 0.903 402.3 218.8 101.6
closed 0159 300 187 200 73 0.912 399.9 217.2 100.0
closed 0160 291 180 197 71 0.906 389.4 209.3 98.3
closed 0161 297 189 200 73 0.899 396.6 219.6 100.0
closed 0162 293 190 200 73 0.905 393.4 220.4 100.0
closed 0163 298 184 187 68 0.901 391.8 212.5 93.5
closed 0164 301 184 190 69 0.905 395.8 212.5 95.1
closed 0165 301 183 190 69 0.901 395.8 211.7 95.1
closed 0166 296 184 190 69 0.899 391.0 212.5 95.1
closed 0167 293 185 190 69 0.899 387.8 213.3 95.1
closed 0168 298 178 190 69 0.897 392.6 206.2 95.1
closed 0169 291 192 190 69 0.884 386.2 220.4 95.1
closed 0170 292 185 197 71 0.906 391.0 214.1 98.3
closed 0171 297 192 184 67 0.906 389.4 219.6 91.9
closed 0172 290 184 193 70 0.897 387.0 212.5 96.7
closed 0173 284 185 200 73 0.905 383.7 214.9 100.0
closed 0174 291 189 197 71 0.901 389.4 218.8 98.3
closed 0175 300 192 187 68 0.892 393.4 220.4 93.5
closed 0176 302 188 197 71 0.912 400.7 217.2 98.3
closed 0177 301 189 190 69 0.893 395.8 218.0 95.1
closed 0178 299 195 193 70 0.905 395.0 223.5 96.7
closed 0179 303 189 193 70 0.912 399.9 218.0 96.7
closed 0180 295 193 200 73 0.914 395.0 222.7 100.0
closed 0181 294 191 206 75 0.914 396.6 221.9 103.2
closed 0182 287 190 206 75 0.916 390.2 221.1 103.2
closed 0183 296 192 190 69 0.897 391.0 220.4 95.1
closed 0184 290 193 200 73 0.912 390.2 222.7 100.0
closed 0185 289 190 206 75 0.908 391.8 221.1 103.2
closed 0186 286 188 203 74 0.910 387.8 218.8 101.6
closed 0187 288 187 203 74 0.914 389.4 218.0 101.6
closed 0188 287 189 206 75 0.910 390.2 220.4 103.2
closed 0189 286 189 203 74 0.910 387.8 219.6 101.6
closed 0190 287 189 206 75 0.914 390.2 219.6 103.2
closed 0191 285 189 203 74 0.914 386.2 219.6 101.6
closed 0192 289 194 206 75 0.910 391.8 225.1 103.2
closed 0193 280 192 216 78 0.918 387.8 224.3 108.0
closed 0194 296 199 197 71 0.899 394.2 228.2 98.3
closed 0195 280 199 210 76 0.910 384.5 230.6 104.8
closed 0196 282 200 206 75 0.914 385.4 230.6 103.2
closed 0197 283 198 203 74 0.910 384.5 229.0 101.6
closed 0198 275 191 210 76 0.912 379.7 221.9 104.8
closed 0199 281 184 203 74 0.908 382.9 214.9 101.6
closed 0200 288 192 197 71 0.905 386.2 221.1 98.3
closed 0201 292 182 200 73 0.908 391.8 212.5 100.0
closed 0202 291 184 203 74 0.897 392.6 214.9 101.6
closed 0203 292 178 200 73 0.905 391.8 207.8 100.0
closed 0204 304 182 197 71 0.912 402.3 210.9 98.3
closed 0205 290 173 200 73 0.906 390.2 203.1 100.0
closed 0206 289 177 200 73 0.903 388.6 207.0 100.0
closed 0207 290 175 206 75 0.906 393.4 206.2 103.2
closed 0208 293 180 203 74 0.908 394.2 210.9 101.6
closed 0209 291 189 203 74 0.914 392.6 219.6 101.6
closed 0210 276 183 206 75 0.903 378.9 214.1 103.2
closed 0211 268 174 213 77 0.910 374.1 206.2 106.4
closed 0212 267 182 210 76 0.910 371.6 213.3 104.8
closed 0213 276 182 197 71 0.914 374.9 211.7 98.3
closed 0214 279 182 200 73 0.916 378.9 212.5 100.0
closed 0215 272 178 203 74 0.914 373.3 208.6 101.6
closed 0216 264 184 213 77 0.918 370.8 216.2 106.4
closed 0217 268 189 197 71 0.916 366.8 218.0 98.3
closed 0218 272 183 206 75 0.919 375.4 214.1 103.2
closed 0219 269 181 206 75 0.921 372.2 211.7 103.2
closed 0220 271 188 193 70 0.905 367.3 217.2 96.7
