# label seq crop_x crop_y crop_w crop_h score eye_x eye_y dx
open 0040 290 223 174 63 0.912 377.3 248.6 87.1
open 0041 279 223 181 66 0.905 369.2 250.2 90.3
open 0042 275 223 184 67 0.908 366.8 251.0 91.9
open 0043 299 224 151 55 0.895 374.8 246.9 75.4
open 0044 282 229 177 64 0.885 370.0 254.9 88.7
open 0045 284 228 181 66 0.906 374.1 254.9 90.3
open 0046 284 226 181 66 0.912 374.1 253.4 90.3
open 0047 281 227 187 68 0.912 374.1 254.9 93.5
open 0048 277 224 187 68 0.914 370.8 252.6 93.5
open 0049 276 227 181 66 0.901 366.0 254.1 90.3
open 0050 282 227 174 63 0.905 369.2 252.6 87.1
open 0051 283 226 177 64 0.908 371.6 252.6 88.7
open 0052 278 223 184 67 0.914 370.0 250.2 91.9
open 0053 280 229 177 64 0.908 368.4 255.7 88.7
open 0054 276 227 181 66 0.908 366.0 254.1 90.3
open 0055 278 228 177 64 0.905 366.8 254.1 88.7
open 0056 270 224 190 69 0.899 365.2 252.6 95.1
open 0057 282 228 177 64 0.886 370.0 254.1 88.7
open 0058 280 226 184 67 0.912 371.6 253.4 91.9
open 0059 312 229 126 46 0.852 375.1 247.8 63.1
open 0060 282 229 174 63 0.897 369.2 254.9 87.1
open 0061 284 230 174 63 0.901 370.8 255.7 87.1
open 0062 290 233 161 58 0.899 370.8 256.5 80.6
open 0063 281 230 174 63 0.899 367.6 255.7 87.1
open 0064 280 227 181 66 0.899 370.8 254.1 90.3
open 0065 306 225 153 55 0.891 382.4 247.5 76.6
open 0066 282 228 181 66 0.896 372.5 254.9 90.3
open 0067 285 230 177 64 0.899 373.3 256.5 88.7
open 0068 284 228 181 66 0.905 374.1 254.9 90.3
open 0069 290 234 168 61 0.905 374.1 259.6 83.8
open 0070 290 231 177 64 0.908 378.1 257.3 88.7
open 0071 289 232 174 63 0.908 375.7 258.1 87.1
open 0072 290 232 177 64 0.914 378.1 258.1 88.7
open 0073 290 231 177 64 0.910 378.1 257.3 88.7
open 0074 288 232 177 64 0.903 376.5 258.1 88.7
open 0075 285 232 174 63 0.897 372.5 258.1 87.1
open 0076 293 234 168 61 0.906 377.3 259.6 83.8
open 0077 291 233 171 62 0.899 376.5 258.9 85.4
open 0078 287 231 174 63 0.908 374.1 257.3 87.1
open 0079 314 232 124 45 0.873 376.2 250.9 62.0
open 0080 303 221 160 58 0.885 382.6 244.6 80.1
open 0081 294 231 174 63 0.910 380.5 257.3 87.1
open 0082 285 228 181 66 0.905 375.7 254.9 90.3
open 0083 291 231 171 62 0.903 376.5 256.5 85.4
open 0084 283 232 171 62 0.888 368.4 257.3 85.4
open 0085 283 233 171 62 0.897 368.4 258.9 85.4
open 0086 315 228 125 45 0.866 377.1 246.3 62.6
open 0087 298 224 153 55 0.887 374.8 246.3 76.6
open 0088 292 232 174 63 0.905 378.9 258.1 87.1
open 0089 282 233 174 63 0.897 369.2 258.9 87.1
open 0090 299 219 156 57 0.885 376.5 242.4 77.8
open 0091 283 232 177 64 0.894 371.6 258.1 88.7
open 0092 285 231 174 63 0.908 372.5 257.3 87.1
open 0093 284 228 181 66 0.906 374.1 254.9 90.3
open 0094 282 231 174 63 0.905 369.2 257.3 87.1
open 0095 285 231 177 64 0.901 373.3 257.3 88.7
open 0096 282 228 181 66 0.905 372.5 254.9 90.3
open 0097 276 228 181 66 0.897 366.0 254.9 90.3
open 0098 278 231 177 64 0.905 366.8 257.3 88.7
open 0099 278 227 184 67 0.906 370.0 254.9 91.9
open 0100 276 225 181 66 0.895 366.0 252.6 90.3
open 0101 277 229 174 63 0.895 364.4 254.9 87.1
open 0102 309 229 136 49 0.876 377.4 249.5 67.8
open 0103 301 229 154 56 0.883 378.0 252.0 77.2
open 0104 279 228 181 66 0.903 369.2 255.7 90.3
open 0105 277 225 181 66 0.901 367.6 252.6 90.3
open 0106 280 229 177 64 0.905 368.4 255.7 88.7
open 0107 295 225 160 58 0.887 375.4 249.2 80.1
open 0108 310 227 143 52 0.887 381.5 248.9 71.3
open 0109 283 231 177 64 0.894 371.6 257.3 88.7
open 0110 276 226 184 67 0.905 368.4 254.1 91.9
open 0111 283 231 177 64 0.903 371.6 257.3 88.7
open 0112 282 229 177 64 0.903 370.0 255.7 88.7
open 0113 282 230 174 63 0.897 369.2 256.5 87.1
open 0114 284 233 174 63 0.899 370.8 258.9 87.1
open 0115 282 230 174 63 0.888 369.2 256.5 87.1
open 0116 293 225 156 57 0.888 371.3 248.2 77.8
open 0117 286 232 171 62 0.890 371.6 258.1 85.4
open 0118 281 228 174 63 0.890 367.6 254.1 87.1
open 0119 281 226 184 67 0.914 373.3 254.1 91.9
open 0120 285 230 177 64 0.914 373.3 256.5 88.7
open 0121 278 224 184 67 0.912 370.0 251.8 91.9
open 0122 283 229 177 64 0.897 371.6 254.9 88.7
open 0123 278 226 184 67 0.908 370.0 253.4 91.9
open 0124 279 228 181 66 0.905 369.2 254.9 90.3
open 0125 279 224 187 68 0.906 372.5 252.6 93.5
open 0126 281 228 174 63 0.901 367.6 254.1 87.1
open 0127 285 227 177 64 0.903 373.3 253.4 88.7
open 0128 286 233 164 59 0.901 368.4 257.3 82.2
open 0129 305 231 160 58 0.893 385.5 254.9 80.1
open 0130 306 241 156 57 0.889 384.3 264.7 77.8
open 0131 311 235 156 57 0.901 389.0 259.0 77.8
open 0132 309 236 151 55 0.895 384.9 258.3 75.4
open 0133 299 238 164 59 0.894 381.3 262.0 82.2
open 0134 299 227 160 58 0.893 379.5 251.2 80.1
open 0135 204 246 164 59 0.899 285.7 270.1 82.2
open 0136 222 253 147 53 0.907 295.2 274.6 73.7
open 0137 235 248 126 46 0.879 297.6 266.8 63.1
open 0138 241 259 130 47 0.876 306.0 278.1 64.9
open 0139 239 256 126 46 0.863 301.7 274.9 63.1
open 0140 242 251 143 52 0.844 313.5 272.6 71.3
open 0141 244 255 129 47 0.848 308.9 274.6 64.3
open 0142 246 254 125 45 0.866 308.6 272.2 62.6
open 0143 248 257 140 51 0.874 317.6 277.8 70.2
open 0144 264 251 120 44 0.837 324.0 268.9 60.2
open 0145 258 251 115 42 0.870 315.9 268.2 57.3
open 0146 267 261 120 44 0.852 326.9 278.9 60.2
open 0147 307 245 101 37 0.738 357.9 259.9 50.3
open 0148 297 246 123 45 0.871 358.2 264.8 61.4
open 0149 303 258 138 50 0.859 372.2 278.6 69.0
open 0150 293 247 123 45 0.873 354.1 265.9 61.4
open 0151 286 239 133 48 0.867 352.7 258.8 66.7
open 0152 284 233 150 54 0.895 359.1 255.6 74.8
open 0153 268 225 187 68 0.897 361.2 253.4 93.5
open 0154 286 204 190 69 0.918 381.0 232.1 95.1
open 0155 279 223 216 78 0.910 387.5 255.2 108.0
open 0156 279 232 219 79 0.912 388.3 264.6 109.6
open 0157 275 230 222 80 0.914 385.9 263.1 111.2
open 0158 275 224 222 80 0.918 385.9 256.8 111.2
open 0159 287 225 210 76 0.920 392.3 256.8 104.8
open 0160 280 227 213 77 0.916 386.7 259.1 106.4
open 0161 287 225 219 79 0.918 396.4 257.6 109.6
open 0162 283 227 216 78 0.918 390.7 259.1 108.0
open 0163 265 222 229 83 0.925 379.7 256.5 114.5
open 0164 271 225 219 79 0.923 380.2 257.6 109.6
open 0165 272 227 226 82 0.921 385.1 260.7 112.9
open 0166 273 225 216 78 0.927 381.0 257.6 108.0
open 0167 272 221 226 82 0.916 385.1 255.2 112.9
open 0168 270 229 222 80 0.923 381.0 262.3 111.2
open 0169 276 226 219 79 0.925 385.1 258.3 109.6
open 0170 262 222 222 80 0.929 373.3 254.9 111.2
open 0171 256 225 216 78 0.905 363.6 257.3 108.0
open 0172 173 191 210 76 0.875 277.9 222.7 104.8
open 0173 175 203 135 49 0.888 242.9 223.5 67.7
open 0174 243 217 222 80 0.919 353.9 250.2 111.2
open 0175 279 229 210 76 0.918 384.3 260.7 104.8
open 0176 268 217 213 77 0.912 374.1 248.6 106.4
open 0177 292 237 203 74 0.903 393.9 267.8 101.6
open 0178 268 240 213 77 0.910 374.1 271.7 106.4
open 0179 283 235 203 74 0.919 384.3 265.4 101.6
open 0180 278 233 206 75 0.910 380.5 263.8 103.2
open 0181 279 236 219 79 0.912 388.3 268.6 109.6
open 0182 282 232 213 77 0.920 388.3 263.8 106.4
open 0183 283 228 213 77 0.914 389.9 259.9 106.4
open 0184 289 230 203 74 0.925 390.7 260.7 101.6
open 0185 284 234 200 73 0.889 383.7 264.6 100.0
open 0186 287 236 200 73 0.921 386.7 266.2 100.0
open 0187 267 232 216 78 0.925 374.9 264.4 108.0
open 0188 283 233 203 74 0.921 384.3 263.8 101.6
open 0189 288 233 203 74 0.921 389.1 263.8 101.6
open 0190 265 231 222 80 0.927 376.5 263.6 111.2
open 0191 285 231 206 75 0.918 388.3 261.5 103.2
open 0192 287 237 206 75 0.925 389.9 267.8 103.2
open 0193 289 236 197 71 0.925 387.5 265.4 98.3
open 0194 282 236 200 73 0.923 381.9 266.2 100.0
open 0195 282 236 200 73 0.925 381.9 266.2 100.0
open 0196 281 235 197 71 0.921 379.4 264.6 98.3
open 0197 265 234 210 76 0.923 370.0 265.1 104.8
open 0198 278 237 190 69 0.919 373.0 265.4 95.1
open 0199 277 233 206 75 0.916 380.2 263.8 103.2
open 0200 266 238 213 77 0.912 372.5 269.9 106.4
open 0201 266 238 206 75 0.919 369.2 269.1 103.2
open 0202 279 235 206 75 0.914 381.9 266.2 103.2
open 0203 279 232 206 75 0.914 381.9 263.1 103.2
open 0204 282 233 213 77 0.919 388.3 264.6 106.4
open 0205 284 233 206 75 0.923 386.7 263.8 103.2
open 0206 282 236 210 76 0.910 387.5 267.0 104.8
open 0207 262 235 216 78 0.923 370.0 267.5 108.0
open 0208 264 236 213 77 0.921 370.8 267.5 106.4
open 0209 283 238 197 71 0.923 381.0 267.0 98.3
open 0210 280 234 200 73 0.923 380.2 264.6 100.0
open 0211 260 235 216 78 0.927 368.4 267.5 108.0
open 0212 283 238 197 71 0.923 381.0 267.0 98.3
open 0213 267 235 216 78 0.918 374.9 267.5 108.0
open 0214 270 232 210 76 0.925 374.9 263.6 104.8
open 0215 268 232 210 76 0.923 373.3 263.6 104.8
open 0216 287 238 197 71 0.923 385.9 267.0 98.3
open 0217 288 237 203 74 0.921 389.1 267.8 101.6
open 0218 287 234 200 73 0.923 386.7 264.6 100.0
open 0219 263 236 210 76 0.923 368.4 267.5 104.8
open 0220 314 263 150 54 0.897 388.7 285.5 74.8
